_id;Year;Month;Type;Departure station;Arrival station;Average travel time;Number of expected travels;Number of cancelled trains;Number of late trains at departure;Average delay at departure of all trains;Number of late trains at arrival;Average delay at arrival of all trains;Comment on delay at arrival;Number of late trains > 15min;Average delay of late trains > 15min;Number of late trains > 30min;Number of late trains > 60min;Percentage of late trains due to external causes;Percentage of late trains due to infrastructure;Percentage of late trains due to traffic management;Percentage of late trains due to rolling stock;Percentage of late trains due to station management and reuse of material;Percentage of late trains due to passenger traffic
2018_06_RENNES_PARIS_VAUGIRARD;2018;6;National;RENNES;PARIS VAUGIRARD;111;30;0;1;2.874444444;2;3.708333333;;2;3.708333333;1;0;0.0;50.0;0.0;50.0;0.0;0.0
2018_06_ANNECY_PARIS_LYON;2018;6;National;ANNECY;PARIS LYON;225;178;41;7;0.837226277;75;22.77007299;Détournements suite affaissement du talus à St-Béron-la-Bridoire dans les Alpes.;75;22.77007299;40;9;63.01369863;16.43835616;10.95890411;8.219178082;0.0;1.369863014
2018_06_BELLEGARDE_(AIN)_PARIS_LYON;2018;6;National;BELLEGARDE (AIN);PARIS LYON;163;228;47;27;3.889042357;121;23.28941068;Détournements suite affaissement du talus à St-Béron-la-Bridoire dans les Alpes.;96;23.28941068;52;16;75.0;25.0;0.0;0.0;0.0;0.0
2018_06_DIJON_VILLE_PARIS_LYON;2018;6;National;DIJON VILLE;PARIS LYON;97;433;43;103;5.950128205;63;7.312136752;;48;7.312136752;28;15;10.52631579;47.36842105;21.05263158;15.78947368;5.263157895;0.0
2018_06_GRENOBLE_PARIS_LYON;2018;6;National;GRENOBLE;PARIS LYON;183;237;50;3;0.454545455;42;6.358377897;;30;6.358377897;11;3;0.0;33.33333333;35.71428571;19.04761905;7.142857143;4.761904762
2018_06_PARIS_LYON_LYON_PART_DIEU;2018;6;National;PARIS LYON;LYON PART DIEU;119;631;53;57;3.182814302;66;4.639821223;colis suspect en gare de Paris Gare de Lyon;53;4.639821223;33;16;19.6969697;39.39393939;9.090909091;30.3030303;1.515151515;0.0
2018_06_MACON_LOCHE_PARIS_LYON;2018;6;National;MACON LOCHE;PARIS LYON;99;224;23;100;12.27960199;71;13.00878939;arrachement caténaire par le TER 150426 près de Vert de Maisons;61;13.00878939;30;10;30.0;22.0;36.0;8.0;2.0;2.0
2018_06_MARSEILLE_ST_CHARLES_PARIS_LYON;2018;6;National;MARSEILLE ST CHARLES;PARIS LYON;202;427;18;35;1.42607987;67;5.74409128;;50;5.74409128;17;8;19.40298507;32.8358209;20.89552239;10.44776119;11.94029851;4.47761194
2018_06_PARIS_LYON_MONTPELLIER;2018;6;National;PARIS LYON;MONTPELLIER;209;418;90;61;5.447815041;68;7.71824187;;59;7.71824187;26;12;17.64705882;38.23529412;11.76470588;27.94117647;2.941176471;1.470588235
2018_06_PARIS_LYON_MULHOUSE_VILLE;2018;6;National;PARIS LYON;MULHOUSE VILLE;168;306;35;29;3.503751538;49;6.73603936;;33;6.73603936;13;9;28.57142857;20.40816327;18.36734694;20.40816327;4.081632653;8.163265306
2018_06_NICE_VILLE_PARIS_LYON;2018;6;National;NICE VILLE;PARIS LYON;347;226;33;15;1.388341969;28;8.48298791;dérangement de zone V1 sur LN1 à Sully;28;8.48298791;19;5;28.57142857;50.0;0.0;17.85714286;0.0;3.571428571
2018_06_PARIS_LYON_SAINT_ETIENNE_CHATEAUCREUX;2018;6;National;PARIS LYON;SAINT ETIENNE CHATEAUCREUX;169;114;32;11;4.147357724;21;9.142682927;;14;9.142682927;7;3;9.523809524;14.28571429;9.523809524;38.0952381;9.523809524;19.04761905
2018_06_SAINT_ETIENNE_CHATEAUCREUX_PARIS_LYON;2018;6;National;SAINT ETIENNE CHATEAUCREUX;PARIS LYON;170;76;1;0;-3.490888889;9;5.775777778;;7;5.775777778;3;2;0.0;33.33333333;55.55555556;0.0;11.11111111;0.0
2018_06_LYON_PART_DIEU_MARSEILLE_ST_CHARLES;2018;6;National;LYON PART DIEU;MARSEILLE ST CHARLES;107;607;156;143;6.836511456;113;7.963895048;;85;7.963895048;30;6;35.13513514;22.97297297;13.51351351;16.21621622;5.405405405;6.756756757
2018_06_PARIS_EST_STUTTGART;2018;6;International;PARIS EST;STUTTGART;117;144;2;13;2.707511737;15;6.23943662;;12;6.23943662;10;4;0.0;0.0;0.0;0.0;0.0;0.0
2018_06_PARIS_LYON_ITALIE;2018;6;International;PARIS LYON;ITALIE;262;81;15;14;4.779040404;43;32.40909091;;43;32.40909091;25;12;0.0;0.0;0.0;0.0;0.0;0.0
2018_06_ANGOULEME_PARIS_MONTPARNASSE;2018;6;National;ANGOULEME;PARIS MONTPARNASSE;126;260;38;30;2.563438438;43;5.887387387;;24;5.887387387;9;1;13.95348837;39.53488372;25.58139535;13.95348837;4.651162791;2.325581395
2018_06_PARIS_MONTPARNASSE_BORDEAUX_ST_JEAN;2018;6;National;PARIS MONTPARNASSE;BORDEAUX ST JEAN;141;804;157;56;1.36555899;75;2.910561566;;45;2.910561566;18;3;26.38888889;33.33333333;8.333333333;25.0;5.555555556;1.388888889
2018_06_PARIS_MONTPARNASSE_BREST;2018;6;National;PARIS MONTPARNASSE;BREST;220;254;40;15;1.097975078;21;5.051401869;;20;5.051401869;9;1;42.85714286;19.04761905;9.523809524;23.80952381;4.761904762;0.0
2018_06_PARIS_MONTPARNASSE_LA_ROCHELLE_VILLE;2018;6;National;PARIS MONTPARNASSE;LA ROCHELLE VILLE;166;217;22;12;1.154102564;23;4.553846154;;17;4.553846154;8;4;50.0;27.27272727;4.545454545;13.63636364;0.0;4.545454545
2018_06_PARIS_MONTPARNASSE_LAVAL;2018;6;National;PARIS MONTPARNASSE;LAVAL;83;220;35;15;1.441711712;35;4.504144144;;13;4.504144144;7;1;8.695652174;34.7826087;8.695652174;30.43478261;8.695652174;8.695652174
2018_06_LE_MANS_PARIS_MONTPARNASSE;2018;6;National;LE MANS;PARIS MONTPARNASSE;56;404;50;119;5.563841808;139;7.065677966;;39;7.065677966;10;4;22.68041237;42.26804124;13.40206186;13.40206186;5.154639175;3.092783505
2018_06_PARIS_MONTPARNASSE_QUIMPER;2018;6;National;PARIS MONTPARNASSE;QUIMPER;221;255;44;16;1.12906793;14;4.120853081;;14;4.120853081;6;2;15.38461538;38.46153846;15.38461538;23.07692308;7.692307692;0.0
2018_06_RENNES_PARIS_MONTPARNASSE;2018;6;National;RENNES;PARIS MONTPARNASSE;98;659;133;79;2.876679341;146;5.963022814;;52;5.963022814;17;2;38.67924528;22.64150943;13.20754717;16.98113208;5.660377358;2.830188679
2018_06_ST_MALO_PARIS_MONTPARNASSE;2018;6;National;ST MALO;PARIS MONTPARNASSE;172;88;5;29;3.433935743;13;4.808433735;;5;4.808433735;1;0;33.33333333;41.66666667;8.333333333;8.333333333;8.333333333;0.0
2018_06_TOULOUSE_MATABIAU_PARIS_MONTPARNASSE;2018;6;National;TOULOUSE MATABIAU;PARIS MONTPARNASSE;258;175;21;12;1.245670996;33;10.88820346;;33;10.88820346;14;6;27.27272727;30.3030303;9.090909091;27.27272727;3.03030303;3.03030303
2018_06_PARIS_MONTPARNASSE_VANNES;2018;6;National;PARIS MONTPARNASSE;VANNES;153;260;46;16;1.105062305;33;4.58411215;;19;4.58411215;6;2;10.34482759;34.48275862;10.34482759;27.5862069;10.34482759;6.896551724
2018_06_METZ_PARIS_EST;2018;6;National;METZ;PARIS EST;85;300;14;79;4.918997669;82;6.32465035;"01/06 : Attente correspondance ?2891 et 2869 (19 et 23’) + Retard sur autre réseau ?2881 et 2855 (8’ et 8’) + Signal d’alarme sur 2869 (7’) + perte de temps pour accroche sur 2877 (10’)
04/06 : Retard sur autre réseau ?2881 (12’), 2865 (16’), 2891 (10’), 2869 (12’) + montée de 2 PSH à  Metz ? 2865 (9’) + Arbre sur caténaire ?2881 (21’)
05/06 : Incident caténaire à Pantin ? 2869 (16‘), 2865 (53‘), 2660 (121‘), 2881 (7‘)
06/06 : Incident caténaire à Pantin ? 2855 (13’)
11/06 : Retard sur autre réseau ? 2861(17’) et 2865 (11’)
14/06 : Retard sur autre réseau ? 2869 (21‘) + DBC sur 2660 (11’)
15/06 : Retard sur autre réseau ?2853 (34‘) et 2855 (6‘) + sortie tardive du matériel à Metz? 2650  (30’)
20/06 : Retard sur autre réseau ? 2891 (38‘), 2853 (7‘), 2869 (8‘), 2881 (9‘) + décontrôle aiguille pour 2855 (14’)
21/06 : Csq déraillement à Woippy ? 2869 (91’), 2865 (20’) + Retard dur autre réseau ? 2855 (26’), 2853 (17’), 2865 (30’), 2881 (28’)
26/06 : Csq déraillement draisine ?2855 (7’) et 2853 (7’) + signal d’alarme tiré? 2682 (8’) + retard sur un autre réseau ?  2881 (8’)
29/06 : Attente correspondance ?2891 (11‘)
30/06 : Attente correspondance ? 2869 (17‘)";37;6.32465035;12;2;15.0;20.0;20.0;30.0;15.0;0.0
2018_06_NANCY_PARIS_EST;2018;6;National;NANCY;PARIS EST;93;314;36;19;1.510551559;26;3.125359712;;13;3.125359712;7;1;15.38461538;30.76923077;7.692307692;23.07692308;19.23076923;3.846153846
2018_06_BORDEAUX_ST_JEAN_PARIS_VAUGIRARD;2018;6;National;BORDEAUX ST JEAN;PARIS VAUGIRARD;143;59;0;8;2.756779661;13;5.728813559;"01/06: Attente personnel A
04/06: Dérangement d'installation
09/06: Attente Matériel 
23/06: Alerte à la bombe/Colius suspect
24/06: Dérangement asservissement sol/machine
26/06: Espacement";9;5.728813559;5;0;23.07692308;23.07692308;23.07692308;30.76923077;0.0;0.0
2018_06_BORDEAUX_ST_JEAN_TOURCOING;2018;6;National;BORDEAUX ST JEAN;TOURCOING;297;33;0;2;2.836363636;5;7.606060606;;5;7.606060606;2;0;40.0;0.0;20.0;40.0;0.0;0.0
2018_06_MARSEILLE_ST_CHARLES_TOURCOING;2018;6;National;MARSEILLE ST CHARLES;TOURCOING;299;20;2;2;1.750925926;2;6.666666667;"04/06: Alerte à la bombe/colis suspect
10/06: Incident caténaire
17/06: Dérangement d'installation";2;6.666666667;1;1;50.0;50.0;0.0;0.0;0.0;0.0
2018_06_TOURCOING_MARSEILLE_ST_CHARLES;2018;6;National;TOURCOING;MARSEILLE ST CHARLES;309;19;1;0;0.722222222;2;3.488888889;;2;3.488888889;1;0;0.0;50.0;50.0;0.0;0.0;0.0
2018_06_AVIGNON_TGV_PARIS_LYON;2018;6;National;AVIGNON TGV;PARIS LYON;159;561;41;50;1.788205128;91;6.858525641;;69;6.858525641;31;11;23.07692308;38.46153846;18.68131868;10.98901099;5.494505495;3.296703297
2018_06_PARIS_LYON_BESANCON_FRANCHE_COMTE_TGV;2018;6;National;PARIS LYON;BESANCON FRANCHE COMTE TGV;129;185;24;12;3.230538302;30;7.228985507;;20;7.228985507;7;5;13.33333333;20.0;23.33333333;33.33333333;6.666666667;3.333333333
2018_06_PARIS_LYON_MACON_LOCHE;2018;6;National;PARIS LYON;MACON LOCHE;96;195;47;14;4.65045045;14;7.118018018;arrachement caténaire par le TER 150426 près de Vert de Maisons;12;7.118018018;10;5;7.142857143;64.28571429;0.0;21.42857143;7.142857143;0.0
2018_06_PARIS_LYON_NICE_VILLE;2018;6;National;PARIS LYON;NICE VILLE;350;243;45;33;3.796380471;22;6.952188552;dérangement de zone V1 sur LN1 à Sully;22;6.952188552;15;7;40.90909091;31.81818182;0.0;22.72727273;4.545454545;0.0
2018_06_NIMES_PARIS_LYON;2018;6;National;NIMES;PARIS LYON;176;487;101;128;8.38462867;100;12.1447323;heurt d’un animal par le TGV 6137 entre Tonnerre et Pasilly;79;12.1447323;56;23;27.39726027;32.87671233;23.28767123;13.69863014;0.0;2.739726027
2018_06_VALENCE_ALIXAN_TGV_PARIS_LYON;2018;6;National;VALENCE ALIXAN TGV;PARIS LYON;132;348;64;100;9.702934272;71;12.12564554;décontrôle d’aiguilles à Valence-TGV;62;12.12564554;47;18;25.92592593;29.62962963;22.22222222;16.66666667;1.851851852;3.703703704
2018_06_ITALIE_PARIS_LYON;2018;6;International;ITALIE;PARIS LYON;281;84;15;25;7.014492754;41;25.2826087;;41;25.2826087;23;4;0.0;0.0;0.0;0.0;0.0;0.0
2018_06_LAUSANNE_PARIS_LYON;2018;6;International;LAUSANNE;PARIS LYON;182;141;10;11;1.93129771;36;10.30076336;;28;10.30076336;19;6;0.0;0.0;0.0;0.0;0.0;0.0
2018_06_ANGERS_SAINT_LAUD_PARIS_MONTPARNASSE;2018;6;National;ANGERS SAINT LAUD;PARIS MONTPARNASSE;91;395;50;55;3.548309179;114;8.592125604;;47;8.592125604;18;7;20.43010753;50.53763441;10.75268817;12.90322581;2.150537634;3.225806452
2018_06_BORDEAUX_ST_JEAN_PARIS_MONTPARNASSE;2018;6;National;BORDEAUX ST JEAN;PARIS MONTPARNASSE;142;844;156;126;3.913977713;129;6.601162791;;92;6.601162791;31;10;30.25210084;33.61344538;15.12605042;13.44537815;5.042016807;2.521008403
2018_06_LA_ROCHELLE_VILLE_PARIS_MONTPARNASSE;2018;6;National;LA ROCHELLE VILLE;PARIS MONTPARNASSE;166;211;20;6;0.759162304;40;6.505497382;;24;6.505497382;7;1;46.15384615;23.07692308;17.94871795;7.692307692;5.128205128;0.0
2018_06_LAVAL_PARIS_MONTPARNASSE;2018;6;National;LAVAL;PARIS MONTPARNASSE;86;199;32;19;2.291716567;52;5.459580838;;14;5.459580838;4;1;28.57142857;25.71428571;14.28571429;22.85714286;5.714285714;2.857142857
2018_06_NANTES_PARIS_MONTPARNASSE;2018;6;National;NANTES;PARIS MONTPARNASSE;128;533;65;48;2.4377849;108;9.583226496;;68;9.583226496;32;11;22.42990654;40.18691589;16.82242991;16.82242991;0.934579439;2.803738318
2018_06_PARIS_MONTPARNASSE_POITIERS;2018;6;National;PARIS MONTPARNASSE;POITIERS;94;495;83;25;1.189563107;64;3.216504854;;23;3.216504854;13;2;34.04255319;29.78723404;14.89361702;14.89361702;0.0;6.382978723
2018_06_QUIMPER_PARIS_MONTPARNASSE;2018;6;National;QUIMPER;PARIS MONTPARNASSE;224;249;45;3;0.284313725;24;6.882271242;;24;6.882271242;8;1;45.83333333;16.66666667;8.333333333;25.0;0.0;4.166666667
2018_06_PARIS_MONTPARNASSE_RENNES;2018;6;National;PARIS MONTPARNASSE;RENNES;97;640;118;38;1.178544061;91;3.629885057;;34;3.629885057;12;1;19.73684211;26.31578947;21.05263158;26.31578947;5.263157895;1.315789474
2018_06_PARIS_MONTPARNASSE_TOURS;2018;6;National;PARIS MONTPARNASSE;TOURS;72;184;13;6;-2.18411306;44;3.700974659;;4;3.700974659;2;0;31.81818182;27.27272727;13.63636364;4.545454545;22.72727273;0.0
2018_06_PARIS_EST_STRASBOURG;2018;6;National;PARIS EST;STRASBOURG;112;471;25;44;2.232399103;48;3.601606876;;30;3.601606876;18;5;14.89361702;27.65957447;8.510638298;31.91489362;17.0212766;0.0
2018_06_STRASBOURG_PARIS_EST;2018;6;National;STRASBOURG;PARIS EST;111;485;17;102;4.587464387;85;6.056730769;;60;6.056730769;27;9;10.25641026;41.02564103;17.94871795;15.38461538;12.82051282;2.564102564
2018_06_LILLE_MARSEILLE_ST_CHARLES;2018;6;National;LILLE;MARSEILLE ST CHARLES;308;188;33;25;2.583870968;31;8.079784946;;31;8.079784946;11;1;28.57142857;28.57142857;9.523809524;14.28571429;9.523809524;9.523809524
2018_06_PARIS_VAUGIRARD_BORDEAUX_ST_JEAN;2018;6;National;PARIS VAUGIRARD;BORDEAUX ST JEAN;165;58;0;4;2.030747126;4;3.596551724;;4;3.596551724;2;0;0.0;50.0;0.0;50.0;0.0;0.0
2018_06_TOURCOING_BORDEAUX_ST_JEAN;2018;6;National;TOURCOING;BORDEAUX ST JEAN;283;31;0;3;5.75483871;10;13.63655914;"01/06: DBC et obstacle sur voies
4/06: Soin matériel roulant, difficulté coupe-accroche,…
9/06: Incident lié aux portes 
15/06: incident caténaire 
19/06: Dérangement d'installation";10;13.63655914;4;2;30.0;20.0;10.0;40.0;0.0;0.0
2018_06_LYON_PART_DIEU_MARNE_LA_VALLEE;2018;6;National;LYON PART DIEU;MARNE LA VALLEE;108;300;82;119;9.616360856;81;10.84740061;;48;10.84740061;18;6;30.0;22.5;22.5;12.5;6.25;6.25
2018_06_PARIS_LYON_CHAMBERY_CHALLES_LES_EAUX;2018;6;National;PARIS LYON;CHAMBERY CHALLES LES EAUX;183;133;37;12;4.314409722;52;17.27934028;Détournements suite affaissement du talus à St-Béron-la-Bridoire dans les Alpes.;37;17.27934028;20;4;84.61538462;5.769230769;3.846153846;5.769230769;0.0;0.0
2018_06_CHAMBERY_CHALLES_LES_EAUX_PARIS_LYON;2018;6;National;CHAMBERY CHALLES LES EAUX;PARIS LYON;183;194;43;81;11.71699779;92;23.40242826;Détournements suite affaissement du talus à St-Béron-la-Bridoire dans les Alpes.;82;23.40242826;45;10;74.0;18.0;2.0;6.0;0.0;0.0
2018_06_LE_CREUSOT_MONTCEAU_MONTCHANIN_PARIS_LYON;2018;6;National;LE CREUSOT MONTCEAU MONTCHANIN;PARIS LYON;81;217;1;79;6.101388889;53;5.920447531;colis suspect en gare de Paris Gare de Lyon;19;5.920447531;13;8;4.444444444;28.88888889;28.88888889;24.44444444;13.33333333;0.0
2018_06_MULHOUSE_VILLE_PARIS_LYON;2018;6;National;MULHOUSE VILLE;PARIS LYON;168;308;37;39;3.225707257;42;7.224354244;;28;7.224354244;13;9;21.42857143;35.71428571;28.57142857;7.142857143;7.142857143;0.0
2018_06_PERPIGNAN_PARIS_LYON;2018;6;National;PERPIGNAN;PARIS LYON;301;218;58;51;7.3009375;53;18.5884375;bâche flottante sur un train de fret vers Agde.;53;18.5884375;39;15;50.0;30.0;13.33333333;3.333333333;0.0;3.333333333
2018_06_MARSEILLE_ST_CHARLES_LYON_PART_DIEU;2018;6;National;MARSEILLE ST CHARLES;LYON PART DIEU;106;569;138;45;1.939017788;89;7.007192575;;53;7.007192575;12;5;34.88372093;13.95348837;24.41860465;9.302325581;9.302325581;8.139534884
2018_06_FRANCFORT_PARIS_EST;2018;6;International;FRANCFORT;PARIS EST;111;111;0;41;6.387387387;31;8.354204204;;27;8.354204204;9;1;0.0;0.0;0.0;0.0;0.0;0.0
2018_06_STUTTGART_PARIS_EST;2018;6;International;STUTTGART;PARIS EST;121;145;0;46;6.696551724;33;7.552528736;;20;7.552528736;8;3;0.0;0.0;0.0;0.0;0.0;0.0
2018_06_PARIS_LYON_ZURICH;2018;6;International;PARIS LYON;ZURICH;179;145;5;20;3.356547619;24;6.592857143;;20;6.592857143;6;4;0.0;0.0;0.0;0.0;0.0;0.0
2018_06_MADRID_MARSEILLE_ST_CHARLES;2018;6;International;MADRID;MARSEILLE ST CHARLES;205;30;18;1;-0.166666667;5;8.954166667;;3;8.954166667;1;0;0.0;0.0;0.0;0.0;0.0;0.0
2018_06_PARIS_LYON_BARCELONA;2018;6;International;PARIS LYON;BARCELONA;303;97;11;12;2.158527132;23;13.70930233;;23;13.70930233;12;3;0.0;0.0;0.0;0.0;0.0;0.0
2018_06_VANNES_PARIS_MONTPARNASSE;2018;6;National;VANNES;PARIS MONTPARNASSE;156;269;52;15;1.987173579;41;6.999231951;;26;6.999231951;9;1;41.02564103;23.07692308;12.82051282;15.38461538;2.564102564;5.128205128
2018_06_LYON_PART_DIEU_RENNES;2018;6;National;LYON PART DIEU;RENNES;234;94;32;22;6.789247312;21;13.78333333;;21;13.78333333;8;2;25.0;20.0;25.0;15.0;10.0;5.0
2018_06_PARIS_EST_METZ;2018;6;National;PARIS EST;METZ;84;294;12;34;2.913238771;37;2.675591017;;19;2.675591017;7;2;9.375;21.875;12.5;43.75;12.5;0.0
2018_06_PARIS_EST_REIMS;2018;6;National;PARIS EST;REIMS;45;216;10;21;2.362783172;31;3.089886731;;14;3.089886731;4;1;15.38461538;7.692307692;19.23076923;42.30769231;15.38461538;0.0
2018_06_NANTES_STRASBOURG;2018;6;National;NANTES;STRASBOURG;302;53;11;3;1.817460317;8;8.665873016;;8;8.665873016;3;1;12.5;37.5;37.5;12.5;0.0;0.0
2018_06_ARRAS_PARIS_NORD;2018;6;National;ARRAS;PARIS NORD;51;397;96;30;2.489258029;63;4.739424142;;24;4.739424142;11;5;16.36363636;29.09090909;30.90909091;12.72727273;10.90909091;0.0
2018_06_MARSEILLE_ST_CHARLES_LILLE;2018;6;National;MARSEILLE ST CHARLES;LILLE;302;187;31;16;1.976709402;49;13.38557692;;49;13.38557692;20;4;40.42553191;23.40425532;4.255319149;19.14893617;6.382978723;6.382978723
2018_06_PARIS_VAUGIRARD_RENNES;2018;6;National;PARIS VAUGIRARD;RENNES;122;30;0;2;0.842777778;6;7.130555556;;5;7.130555556;1;1;40.0;40.0;0.0;0.0;20.0;0.0
2018_06_MARNE_LA_VALLEE_LYON_PART_DIEU;2018;6;National;MARNE LA VALLEE;LYON PART DIEU;109;391;84;126;6.184256243;56;4.497557003;;34;4.497557003;13;1;23.33333333;33.33333333;10.0;16.66666667;10.0;6.666666667
2018_06_MARSEILLE_ST_CHARLES_MARNE_LA_VALLEE;2018;6;National;MARSEILLE ST CHARLES;MARNE LA VALLEE;213;301;34;24;1.524968789;49;7.365855181;;44;7.365855181;14;5;35.41666667;31.25;14.58333333;10.41666667;2.083333333;6.25
2018_06_AIX_EN_PROVENCE_TGV_PARIS_LYON;2018;6;National;AIX EN PROVENCE TGV;PARIS LYON;188;393;16;39;1.896419098;63;5.881299735;;48;5.881299735;15;8;19.04761905;34.92063492;23.80952381;7.936507937;9.523809524;4.761904762
2018_06_PARIS_LYON_BELLEGARDE_(AIN);2018;6;National;PARIS LYON;BELLEGARDE (AIN);161;207;42;19;3.551818182;120;25.04979798;Détournements suite affaissement du talus à St-Béron-la-Bridoire dans les Alpes.;103;25.04979798;56;15;90.75630252;5.882352941;2.521008403;0.840336134;0.0;0.0
2018_06_PARIS_LYON_MARSEILLE_ST_CHARLES;2018;6;National;PARIS LYON;MARSEILLE ST CHARLES;202;482;41;64;3.929516251;71;6.430196523;;47;6.430196523;25;11;12.85714286;31.42857143;12.85714286;22.85714286;17.14285714;2.857142857
2018_06_MONTPELLIER_PARIS_LYON;2018;6;National;MONTPELLIER;PARIS LYON;206;487;101;106;7.43380829;99;12.1447323;arrachement caténaire par le TER 150426 près de Vert de Maisons;79;12.1447323;56;23;27.39726027;32.87671233;23.28767123;13.69863014;0.0;2.739726027
2018_06_PARIS_LYON_PERPIGNAN;2018;6;National;PARIS LYON;PERPIGNAN;305;200;59;29;6.460874704;39;15.56583924;bâche flottante sur un train de fret vers Agde.;39;15.56583924;22;10;25.64102564;43.58974359;12.82051282;17.94871795;0.0;0.0
2018_06_TOULON_PARIS_LYON;2018;6;National;TOULON;PARIS LYON;240;308;39;50;4.011957869;40;7.652478315;intervention pompiers à bord du 9827 à Valence-TGV;40;7.652478315;22;7;22.5;47.5;2.5;17.5;5.0;5.0
2018_06_MONTPELLIER_LYON_PART_DIEU;2018;6;National;MONTPELLIER;LYON PART DIEU;112;317;115;41;6.539851485;46;12.19909241;;35;12.19909241;17;9;19.51219512;39.02439024;14.63414634;12.19512195;7.317073171;7.317073171
2018_06_PARIS_LYON_GENEVE;2018;6;International;PARIS LYON;GENEVE;178;197;40;18;3.555732484;111;25.36305732;;95;25.36305732;59;15;0.0;0.0;0.0;0.0;0.0;0.0
2018_06_ZURICH_PARIS_LYON;2018;6;International;ZURICH;PARIS LYON;176;144;5;18;3.273381295;24;6.130935252;;13;6.130935252;5;2;0.0;0.0;0.0;0.0;0.0;0.0
2018_06_MARSEILLE_ST_CHARLES_MADRID;2018;6;International;MARSEILLE ST CHARLES;MADRID;202;30;18;0;0.708333333;1;8.0;;1;8.0;1;1;0.0;0.0;0.0;0.0;0.0;0.0
2018_06_BREST_PARIS_MONTPARNASSE;2018;6;National;BREST;PARIS MONTPARNASSE;226;254;43;9;0.734597156;24;6.913586098;;23;6.880974843;10;1;59.09090909;18.18181818;4.545454545;9.090909091;9.090909091;0.0
2018_06_PARIS_MONTPARNASSE_LE_MANS;2018;6;National;PARIS MONTPARNASSE;LE MANS;54;429;54;28;1.446577778;57;3.125288889;;23;3.125288889;14;1;12.82051282;30.76923077;17.94871795;23.07692308;12.82051282;2.564102564
2018_06_PARIS_MONTPARNASSE_NANTES;2018;6;National;PARIS MONTPARNASSE;NANTES;124;540;74;30;1.109549356;65;7.392775393;;46;7.392775393;25;7;32.30769231;30.76923077;21.53846154;7.692307692;4.615384615;3.076923077
2018_06_ST_PIERRE_DES_CORPS_PARIS_MONTPARNASSE;2018;6;National;ST PIERRE DES CORPS;PARIS MONTPARNASSE;62;399;41;53;2.797625698;106;4.926629423;;33;4.926629423;12;1;28.16901408;38.02816901;16.90140845;9.85915493;5.633802817;1.408450704
2018_06_PARIS_MONTPARNASSE_TOULOUSE_MATABIAU;2018;6;National;PARIS MONTPARNASSE;TOULOUSE MATABIAU;259;176;22;12;1.017424242;27;7.515584416;;27;7.515584416;7;2;44.44444444;37.03703704;11.11111111;7.407407407;0.0;0.0
2018_06_TOURS_PARIS_MONTPARNASSE;2018;6;National;TOURS;PARIS MONTPARNASSE;75;188;13;3;0.383238095;47;4.087238095;;12;4.087238095;4;0;42.30769231;38.46153846;7.692307692;11.53846154;0.0;0.0
2018_06_RENNES_LYON_PART_DIEU;2018;6;National;RENNES;LYON PART DIEU;233;97;32;17;3.735897436;11;7.773846154;;11;7.773846154;4;1;18.18181818;9.090909091;9.090909091;54.54545455;9.090909091;0.0
2018_06_PARIS_EST_NANCY;2018;6;National;PARIS EST;NANCY;94;324;36;41;4.821412037;38;5.799074074;"01/06 : Attente matériel du 2546 pour 2519 (36’) + Descente tardive TEE ? 2515 (49’)
04/06 : Descente tardive TEE ? 2517 (30’) + Csq bruits sous caisse du 7699 ? 2501 (20’)
05/06 : Csq incident caténaire à Pantin ? 2505 (109’), 2573 (185’), 2519 (48’), 2515 (52’), 2583 (16’), 2571 (59’)
11/06 : Réutilisation rame à PE ? 2519 (38’)
14/06 : Csq dérangement installation à Vieux Lixheim ? 2573 (65’) et 2593 (82’)
15/06 :Csq extinction partielle du CAB sur 2509 ? 2573 (11’) et 2593 (13’) + Csq vol de cable ? 2571 (10’)
19/06 : Csq heurt de personne à Stéphansfeld ?2583 (7’)
21/06 : Descente tardive TEE ?2573 (31‘)  + Absence de tension en ligne à PE ? 2505 (6‘)
25/06 : Csq problème de frein sur 2573 (169’) et 2519 (7’)
26/06 : Défaut de fermeture PN ? 2571 (21’) + csq déraillement draisine ? 2517 (11’) + Csq pb de frein à Rosa Parks ? 2573 (58‘) + raté ouverture PN ? 2519 (9’)
29/06 : 2571? Attente ASCT du 2864 (7‘) + retard sur un autre réseau (6‘)
30/06 : Descente tardive TEE ? 2573 (41‘) + Csq montée d’une PMR ? 2505 (12‘)";25;5.799074074;20;5;12.5;25.0;3.125;37.5;21.875;0.0
